question,options,correct_answer,correct_index,inference,similarity,is_correct,accumulated_accuracy,cycle_time (sec),elapsed_time (sec)
A 27-year-old female presents to general medical clinic for a routine checkup. She has a genetic disease marked by a mutation in a chloride transporter. She has a history of chronic bronchitis. She has a brother with a similar history of infections as well as infertility. Which of the following is most likely true regarding a potential vitamin deficiency complication secondary to this patient's chronic illness?,"(A) It may result in corneal vascularization (B) It may result in the triad of confusion, ophthalmoplegia, and ataxia (C) It may be exacerbated by excessive ingestion of raw eggs (D) It may manifest itself as a prolonged PT",It may manifest itself as a prolonged PT,(D),"(B) It may result in the triad of confusion, ophth",0.18813520669937134,False,57.89473684210527,17.27,574.08
A previously healthy 36-year-old man comes to the physician for a yellow discoloration of his skin and dark-colored urine for 2 weeks. He does not drink any alcohol. Physical examination shows jaundice. Abdominal and neurologic examinations show no abnormalities. Serum studies show increased levels of alanine aminotransferase (ALT) and aspartate aminotransferase (AST). A liver biopsy is performed and a photomicrograph after periodic acid-Schiff-staining is shown. Which of the following is the most likely additional finding in this patient?,(A) Bullous changes of the lung bases on chest CT (B) Beading of intra- and extrahepatic bile ducts on ERCP (C) Myocardial iron deposition on cardiovascular MRI (D) Dark corneal ring on slit-lamp examination,Bullous changes of the lung bases on chest CT,(A),(B) Beading of intra- and extrahepatic b,0.32572734355926514,False,55.00000000000001,26.72,600.8
"A 69-year-old male presents to the emergency room with back pain. He has a history of personality disorder and metastatic prostate cancer and was not a candidate for surgical resection. He began chemotherapy but discontinued due to unremitting nausea. He denies any bowel or bladder incontinence. He has never had pain like this before and is demanding morphine. The nurse administers IV morphine and he feels more comfortable. Vital signs are stable. On physical examination you note tenderness to palpation along the lower spine, weakness in the bilateral lower extremities, left greater than right. Neurological examination is also notable for hyporeflexia in the knee and ankle jerks bilaterally. You conduct a rectal examination, which reveals saddle anesthesia. Regarding this patient, what is the most likely diagnosis and the appropriate next step in management?",(A) The most likely diagnosis is cauda equina syndrome and steroids should be started prior to MRI (B) The most likely diagnosis is cauda equina syndrome and steroids should be started after to MRI (C) The most likely diagnosis is cauda equina syndrome and the patient should be rushed to radiation (D) The most likely diagnosis is conus medullaris syndrome and steroids should be started prior to MRI,The most likely diagnosis is cauda equina syndrome and steroids should be started prior to MRI,(A),BThe most likely diagnosis for this patient is cauda equina syndrome,0.8118516802787781,True,57.14285714285714,69.74,670.53
"An investigator is studying the function of the lateral nucleus of the hypothalamus in an experimental animal. Using a viral vector, the genes encoding chloride-conducting channelrhodopsins are injected into this nucleus. Photostimulation of the channels causes complete inhibition of action potential generation. Persistent photostimulation is most likely to result in which of the following abnormalities in these animals?",(A) Hypothermia (B) Hyperthermia (C) Polydipsia (D) Anorexia,Anorexia,(D),(B) HyperthermiaThe correct answer is (B) Hyperther,0.18177081644535065,False,54.54545454545454,25.66,696.19
"A 52-year-old woman comes to the physician because of a 6-month history of generalized fatigue, low-grade fever, and a 10-kg (22-lb) weight loss. Physical examination shows generalized pallor and splenomegaly. Her hemoglobin concentration is 7.5 g/dL and leukocyte count is 41,800/mm3. Leukocyte alkaline phosphatase activity is low. Peripheral blood smear shows basophilia with myelocytes and metamyelocytes. Bone marrow biopsy shows cellular hyperplasia with proliferation of immature granulocytic cells. Which of the following mechanisms is most likely responsible for this patient's condition?",(A) Cytokine-independent activation of the JAK-STAT pathway (B) Loss of function of the APC gene (C) Altered expression of the retinoic acid receptor gene (D) Unregulated expression of the ABL1 gene,Unregulated expression of the ABL1 gene,(D),(A) Cytokine-independent activation of the JAK-STAT,0.3009085953235626,False,52.17391304347826,25.14,721.33
"A 42-year-old woman is in the hospital recovering from a cholecystectomy performed 3 days ago that was complicated by cholangitis. She is being treated with IV piperacillin-tazobactam. She calls the nurse to her room because she says that her heart is racing. She also demands that someone come in to clean the pile of garbage off of the floor because it is attracting flies. Her pulse is 112/min, respiratory rate is 20/min, temperature is 38.0°C (100.4°F), and blood pressure is 150/90 mm Hg. On physical examination, the patient appears sweaty, distressed, and unable to remain still. She is oriented to person, but not place or time. Palpation of the abdomen shows no tenderness, rebound, or guarding. Which of the following is the most likely diagnosis in this patient?",(A) Acute cholangitis (B) Alcoholic hallucinosis (C) Delirium tremens (D) Hepatic encephalopathy,Delirium tremens,(C),The most likely diagnosis in this patient is delirium tremens (Option,0.8184555768966675,True,54.166666666666664,37.44,758.78
"A 48-year-old woman comes to the emergency department because of a photosensitive blistering rash on her hands, forearms, and face for 3 weeks. The lesions are not itchy. She has also noticed that her urine has been dark brown in color recently. Twenty years ago, she was successfully treated for Coats disease of the retina via retinal sclerotherapy. She is currently on hormonal replacement therapy for perimenopausal symptoms. Her aunt and sister have a history of a similar skin lesions. Examination shows multiple fluid-filled blisters and oozing erosions on the forearms, dorsal side of both hands, and forehead. There is hyperpigmented scarring and patches of bald skin along the sides of the blisters. Laboratory studies show a normal serum ferritin concentration. Which of the following is the most appropriate next step in management to induce remission in this patient?",(A) Pursue liver transplantation (B) Begin oral thalidomide therapy (C) Begin phlebotomy therapy (D) Begin oral hydroxychloroquine therapy,Begin phlebotomy therapy,(C),D. Begin oral hydroxychloroquine therapy.Ex,0.39378949999809265,False,52.0,34.14,792.92
"A 53-year-old man comes to the emergency department because of severe right-sided flank pain for 3 hours. The pain is colicky, radiates towards his right groin, and he describes it as 8/10 in intensity. He has vomited once. He has no history of similar episodes in the past. Last year, he was treated with naproxen for swelling and pain of his right toe. He has a history of hypertension. He drinks one to two beers on the weekends. Current medications include amlodipine. He appears uncomfortable. His temperature is 37.1°C (99.3°F), pulse is 101/min, and blood pressure is 130/90 mm Hg. Examination shows a soft, nontender abdomen and right costovertebral angle tenderness. An upright x-ray of the abdomen shows no abnormalities. A CT scan of the abdomen and pelvis shows a 7-mm stone in the proximal ureter and grade I hydronephrosis on the right. Which of the following is most likely to be seen on urinalysis?",(A) Urinary pH: 7.3 (B) Urinary pH: 4.7 (C) Positive nitrites test (D) Largely positive urinary protein,Urinary pH: 4.7,(B),(B) Urinary pH: 4.7Urinalysis,0.8564300537109375,True,53.84615384615385,250.38,1043.29
"A 5-year-old girl is brought to the clinic by her mother for excessive hair growth. Her mother reports that for the past 2 months she has noticed hair at the axillary and pubic areas. She denies any family history of precocious puberty and reports that her daughter has been relatively healthy with an uncomplicated birth history. She denies any recent illnesses, weight change, fever, vaginal bleeding, pain, or medication use. Physical examination demonstrates Tanner stage 4 development. A pelvic ultrasound shows an ovarian mass. Laboratory studies demonstrates an elevated level of estrogen. What is the most likely diagnosis?",(A) Granulosa cell tumor (B) Idiopathic precocious puberty (C) McCune-Albright syndrome (D) Sertoli-Leydig tumor,Granulosa cell tumor,(A),The most likely diagnosis in this case is (C) McCune-Al,0.12613922357559204,False,51.85185185185185,246.71,1290.0
"A 16-year-old boy is brought to the physician by his mother because she is worried about his behavior. Yesterday, he was expelled from school for repeatedly skipping classes. Over the past 2 months, he was suspended 3 times for bullying and aggressive behavior towards his peers and teachers. Once, his neighbor found him smoking cigarettes in his backyard. In the past, he consistently maintained an A grade average and had been a regular attendee of youth group events at their local church. The mother first noticed this change in behavior 3 months ago, around the time at which his father moved out after discovering his wife was having an affair. Which of the following defense mechanisms best describes the change in this patient's behavior?",(A) Acting out (B) Projection (C) Passive aggression (D) Regression,Acting out,(A),(A) Acting outThe correct answer is Acting Out. This is,0.6918488144874573,True,53.57142857142857,22.61,1312.61
"A 63-year-old woman presents to her primary-care doctor for a 2-month history of vision changes, specifically citing the gradual onset of double vision. Her double vision is present all the time and does not get better or worse throughout the day. She has also noticed that she has a hard time keeping her right eye open, and her right eyelid looks 'droopy' in the mirror. Physical exam findings during primary gaze are shown in the photo. Her right pupil is 6 mm and poorly reactive to light. The rest of her neurologic exam is unremarkable. Laboratory studies show an Hb A1c of 5.0%. Which of the following is the next best test for this patient?",(A) Direct fundoscopy (B) Intraocular pressures (C) MR angiography of the head (D) Temporal artery biopsy,MR angiography of the head,(C),(A) Direct fundoscopy,0.2227083146572113,False,51.724137931034484,18.77,1331.38
"An investigator is studying the modification of newly formed polypeptides in plated eukaryotic cells. After the polypeptides are released from the ribosome, a chemically-tagged protein attaches covalently to lysine residues on the polypeptide chain, forming a modified polypeptide. When a barrel-shaped complex is added to the cytoplasm, the modified polypeptide lyses, resulting in individual amino acids and the chemically-tagged proteins. Which of the following post-translational modifications has most likely occurred?",(A) Glycosylation (B) Phosphorylation (C) Carboxylation (D) Ubiquitination,Ubiquitination,(D),(D) UbiquitinationUbiquitination is a type of post,0.6885925531387329,True,53.333333333333336,18.0,1349.38
"A 38-year-old man presents to his physician with double vision persisting for a week. When he enters the exam room, the physician notes that the patient has a broad-based gait. The man’s wife informs the doctor that he has been an alcoholic for the last 5 years and his consumption of alcohol has increased significantly over the past few months. She also reports that he has become indifferent to his family members over time and is frequently agitated. She also says that his memory has been affected significantly, and when asked about a particular detail, he often recollects it incorrectly, though he insists that his version is the true one. On physical examination, his vital signs are stable, but when the doctor asks him where he is, he seems to be confused. His neurological examination also shows nystagmus. Which of the following options describes the earliest change in the pathophysiology of the central nervous system in this man?",(A) Decreased α-ketoglutarate dehydrogenase activity in astrocytes (B) Increased extracellular concentration of glutamate (C) Increased astrocyte lactate (D) Breakdown of the blood-brain barrier,Decreased α-ketoglutarate dehydrogenase activity in astrocytes,(A),(A) Decreased α-ketoglutarate deh,0.617946207523346,True,54.83870967741935,30.85,1380.23
"A 69-year-old man is brought by his son to the emergency department with weakness in his right arm and leg. The man insists that he is fine and blames his son for ""creating panic"". Four hours ago the patient was having tea with his wife when he suddenly dropped his teacup. He has had difficulty moving his right arm since then and cannot walk because his right leg feels stuck. He has a history of hypertension and dyslipidemia, for which he currently takes lisinopril and atorvastatin, respectively. He is allergic to aspirin and peanuts. A computerized tomography (CT) scan shows evidence of an ischemic stroke. Which medication would most likely prevent such attacks in this patient in the future?",(A) Alteplase (B) Urokinase (C) Celecoxib (D) Clopidogrel,Clopidogrel,(D),(D) Clopidogrel,0.9400211572647095,True,56.25,19.02,1399.25
A 70-year-old man presents to a medical clinic reporting blood in his urine and lower abdominal pain for the past few days. He is also concerned about urinary frequency and urgency. He states that he recently completed a cycle of chemotherapy for non-Hodgkin lymphoma. Which medication in the chemotherapy regimen most likely caused his symptoms?,(A) Methotrexate (B) Rituximab (C) Cyclophosphamide (D) Prednisone,Cyclophosphamide,(C),(C) CyclophosphamideThe correct answer is (C),0.8288207054138184,True,57.57575757575758,16.77,1416.02
A 27-year-old man presents to the emergency department after a dog bite. The patient was intoxicated and pulled the dog’s tail while it was eating. The dog belongs to his friend and is back at his friend’s house currently. Physical exam is notable for a dog bite on the patient’s right arm. The wound is irrigated and explored with no retained bodies found. A tetanus vaccination is administered. Which of the following is appropriate management of this patient?,(A) Administer amoxicillin-clavulanic acid (B) Administer trimethoprim-sulfamethoxazole (C) Close the wound with sutures and discharge the patient (D) Discharge the patient with outpatient follow up,Administer amoxicillin-clavulanic acid,(A),(A) Administer amoxicillin-clavulanic,0.9420039057731628,True,58.82352941176471,22.44,1438.46
"A 19-year-old woman, accompanied by her parents, presents after a one-week history of abnormal behavior, delusions, and unusual aggression. She denies fever, seizures or illicit drug use. Family history is negative for psychiatric illnesses. She was started on risperidone and sent home with her parents. Three days later, she is brought to the emergency department with fever and confusion. She is not verbally responsive. At the hospital, her temperature is 39.8°C (103.6°F), the blood pressure is 100/60 mm Hg, the pulse rate is 102/min, and the respiratory rate is 16/min. She is extremely diaphoretic and appears stiff. She has spontaneous eye-opening but she is not verbally responsive and she is not following commands. Laboratory studies show:
Sodium 142 mmol/L
Potassium 5.0 mmol/L
Creatinine 1.8 mg/dl
Calcium 10.4 mg/dl
Creatine kinase 9800 U/L
White blood cells 14,500/mm3
Hemoglobin 12.9 g/dl
Platelets 175,000/mm3
Urinalysis shows protein 1+, hemoglobin 3+ with occasional leukocytes and no red blood casts. What is the best first step in the management of this condition?",(A) Intravenous hydration (B) Paracetamol (C) Stop risperidone (D) Switch risperidone to clozapine,Stop risperidone,(C),(A) Intravenous hydration,0.23196108639240265,False,57.14285714285714,47.25,1485.71
"A 35-year-old woman comes to the physician because of a 1-month history of double vision, difficulty climbing stairs, and weakness when trying to brush her hair. She reports that these symptoms are worse after she exercises and disappear after she rests for a few hours. Physical examination shows drooping of her right upper eyelid that worsens when the patient is asked to gaze at the ceiling for 2 minutes. There is diminished motor strength in the upper extremities. The remainder of the examination shows no abnormalities. Which of the following is the most likely diagnosis?",(A) Myasthenia gravis (B) Polymyositis (C) Amyotrophic lateral sclerosis (D) Multiple sclerosis,Myasthenia gravis,(A),The most likely diagnosis for this patient is (A) Myasthenia,0.6014611124992371,True,58.333333333333336,20.37,1506.07
A 6-year-old male who recently immigrated to the United States from Asia is admitted to the hospital with dyspnea. Physical exam reveals a gray pseudomembrane in the patient's oropharynx along with lymphadenopathy. The patient develops myocarditis and expires on hospital day 5. Which of the following would have prevented this patient's presentation and decline?,(A) Increased CD4+ T cell count (B) Secretory IgA against viral proteins (C) Increased IgM preventing bacterial invasion (D) Circulating IgG against AB exotoxin,Circulating IgG against AB exotoxin,(D),(B) Secretory IgA against viral proteinsThe correct answer is,0.28875458240509033,False,56.75675675675676,27.59,1533.67
"A 12-year-old boy who recently emigrated from Pakistan presents with fever, muscle pain, and weakness of the trunk, abdomen, and legs. The patient’s mother says that he has not been vaccinated. Physical examination reveals fasciculation and flaccid paralysis of the lower limbs. A CSF analysis reveals lymphocytosis with normal glucose and protein levels. A throat swab reveals an RNA virus. Which of the following would most likely be destroyed by the virus in this patient?",(A) Posterior horn cells of the spinal cord (B) Myelin sheath of neurons (C) Muscle cells (D) Anterior horn of the spinal cord,Anterior horn of the spinal cord,(D),(B) Myelin sheath of neuronsThe correct answer is (B,0.3581501245498657,False,55.26315789473685,23.55,1557.22
